# Number of simulations: 50
# Multi compartment simulation; White noise sigma=5; steps stimulus; cm parameter; dt=0.1
# --
# The Ra-gpas-cm ball-and-stick simulation was running for 208.699238 minutes
# 
# sigma	diff	accuracy	sharper	sigma_err
8.954064331321584178e-03	5.042398979194283593e-01	0.000000000000000000e+00	2.233634603965883869e+01	0.000000000000000000e+00
1.391228848656738126e-01	5.650534665986728378e-02	9.206948211358373158e+01	1.437585768573374168e+00	0.000000000000000000e+00
1.380398001165562272e-01	1.393791563512902787e-02	9.948790373905110584e+01	1.448865321428243202e+00	0.000000000000000000e+00
1.159201934873805989e-01	8.212320229848324438e-02	7.783006693546438726e+01	1.725334243748803065e+00	0.000000000000000000e+00
4.762548399373775282e-04	4.762548399373775282e-04	4.762548399373775282e-04	4.762548399373775282e-04	4.762548399373775282e-04
1.519951855987532463e-01	7.897794533510948956e-02	8.738684492000004411e+01	1.315838252230834282e+00	0.000000000000000000e+00
1.156376548136860138e-01	4.812810161244529539e-02	9.168694124981551852e+01	1.729549770686753751e+00	0.000000000000000000e+00
1.603353056423356404e-01	1.068573737552849234e-01	8.006802334664749310e+01	1.247392634856807847e+00	0.000000000000000000e+00
1.275872239110965034e-01	2.087256615569188511e-03	9.998725472711143425e+01	1.567563532106682977e+00	0.000000000000000000e+00
6.891007402674965976e-02	1.129493991403134334e-01	2.612940188338547287e+01	2.902348926343163438e+00	0.000000000000000000e+00
1.512104975118244155e-01	3.571467635015934672e-02	9.724161571333290510e+01	1.322666631330439602e+00	0.000000000000000000e+00
1.364263689663739731e-01	1.213172002877351829e-01	6.736414895695928351e+01	1.466000164638703973e+00	0.000000000000000000e+00
6.921752762219936239e-02	2.326330415856936451e-02	9.453163823384690545e+01	2.889457139489341575e+00	0.000000000000000000e+00
1.344946109741559648e-01	1.498170277351095203e-01	5.379437253061868063e+01	1.487056454657473825e+00	0.000000000000000000e+00
