0.000000000000000000e+00	1.498183561948900899e-01
1.000000000000000056e-01	1.265409146564662468e-01
2.000000000000000111e-01	9.353631256812472428e-02
2.999999999999999889e-01	5.455452315810781216e-02
3.999999999999999667e-01	4.090802637902089117e-02
4.999999999999999445e-01	6.439056220193438429e-02
5.999999999999999778e-01	5.531689106111297577e-02
7.000000000000000666e-01	5.209940773909662454e-02
8.000000000000001554e-01	5.238943459333012670e-02
9.000000000000002442e-01	1.787186173467218003e-02
1.000000000000000222e+00	1.425387125573998777e-02
1.100000000000000311e+00	-1.265207854226905321e-02
1.200000000000000400e+00	-2.269595915514237977e-02
1.300000000000000488e+00	-2.269837540029574080e-02
1.400000000000000577e+00	-1.639121958333157603e-02
1.500000000000000666e+00	-2.617935862373060169e-02
1.600000000000000755e+00	8.517949945107662624e-03
1.700000000000000844e+00	4.860909966961848849e-02
1.800000000000000933e+00	5.527641941203198517e-02
1.900000000000001021e+00	1.185812038957231029e-01
2.000000000000000888e+00	1.298489909837624856e-01
2.100000000000000533e+00	9.480627060712594478e-02
2.200000000000000178e+00	1.112334057146741884e-01
2.299999999999999822e+00	7.879965074964209726e-02
2.399999999999999467e+00	6.658575221220876250e-02
2.499999999999999112e+00	7.244695741196324756e-02
2.599999999999998757e+00	9.549643890244449707e-02
2.699999999999998401e+00	1.138336699207677383e-01
2.799999999999998046e+00	7.018843397454312127e-02
2.899999999999997691e+00	9.158812807052901794e-02
2.999999999999997335e+00	8.724026043152592613e-02
3.099999999999996980e+00	3.930078099250144258e-02
3.199999999999996625e+00	4.370856750685374326e-02
3.299999999999996270e+00	7.362635175167275836e-03
3.399999999999995914e+00	4.553967908481242402e-04
3.499999999999995559e+00	-3.920341219378347536e-02
3.599999999999995204e+00	-1.893476519378152131e-02
3.699999999999994849e+00	-1.087298675503886418e-02
3.799999999999994493e+00	9.747033792978723049e-03
3.899999999999994138e+00	6.180130566048630536e-03
3.999999999999993783e+00	1.557637660829145308e-02
4.099999999999993427e+00	-1.671390267460967638e-02
4.199999999999993072e+00	-4.925321349768602835e-02
4.299999999999992717e+00	-2.175829616000682712e-02
4.399999999999992362e+00	-3.149847197250384145e-02
4.499999999999992006e+00	-5.693540097733366945e-03
4.599999999999991651e+00	6.115253488962276232e-03
4.699999999999991296e+00	-2.057064435536309563e-02
4.799999999999990941e+00	-2.860159169433556386e-02
4.899999999999990585e+00	-4.295873883852510677e-03
4.999999999999990230e+00	3.597202362191131292e-02
5.099999999999989875e+00	3.377829177876107147e-02
5.199999999999989519e+00	3.479644557257586396e-02
5.299999999999989164e+00	2.905971335108795128e-04
5.399999999999988809e+00	-1.279079481126828462e-02
5.499999999999988454e+00	-2.230480485483462769e-02
5.599999999999988098e+00	-2.581018715102141939e-02
5.699999999999987743e+00	-1.131567312416399164e-02
5.799999999999987388e+00	-2.164305857032837455e-02
5.899999999999987033e+00	2.051860819313941139e-02
5.999999999999986677e+00	-2.141727377118854067e-02
6.099999999999986322e+00	-4.405090143243671486e-02
6.199999999999985967e+00	-6.622105651407075855e-02
6.299999999999985612e+00	-5.849559451717589731e-02
6.399999999999985256e+00	-6.327784478487062658e-02
6.499999999999984901e+00	-9.320589786023807111e-02
6.599999999999984546e+00	-1.085560617428484309e-01
6.699999999999984190e+00	-1.025489450278104370e-01
6.799999999999983835e+00	-1.093099513827715807e-01
6.899999999999983480e+00	-7.504092407888543481e-02
6.999999999999983125e+00	-6.475535420807140841e-02
7.099999999999982769e+00	-1.170966745730999126e-01
7.199999999999982414e+00	-9.517072435860995938e-02
7.299999999999982059e+00	-7.802614270245987471e-02
7.399999999999981704e+00	-6.533500190037237754e-02
7.499999999999981348e+00	-8.505628937554071678e-02
7.599999999999980993e+00	-1.083150624734041528e-01
7.699999999999980638e+00	-1.290289268045090587e-01
7.799999999999980282e+00	-1.253188385431325547e-01
7.899999999999979927e+00	-1.520968207253875770e-01
7.999999999999979572e+00	-1.687746215960909124e-01
8.099999999999980105e+00	-2.070260612548074364e-01
8.199999999999981526e+00	-2.089009706275724854e-01
8.299999999999982947e+00	-2.511030164667066300e-01
8.399999999999984368e+00	-2.761773233329771204e-01
8.499999999999985789e+00	-2.846595351519647377e-01
8.599999999999987210e+00	-2.926015979805399181e-01
8.699999999999988631e+00	-2.983514084746767825e-01
8.799999999999990052e+00	-2.889568336003127680e-01
8.899999999999991473e+00	-2.790044786151030798e-01
8.999999999999992895e+00	-3.235056355547716311e-01
9.099999999999994316e+00	-2.812966265092160523e-01
9.199999999999995737e+00	-2.984479461400951217e-01
9.299999999999997158e+00	-3.028873632265499660e-01
9.399999999999998579e+00	-2.959813673668028056e-01
9.500000000000000000e+00	-2.536371738528207520e-01
9.600000000000001421e+00	-2.396391691384444633e-01
9.700000000000002842e+00	-2.438739854117012718e-01
9.800000000000004263e+00	-2.554525812803410401e-01
9.900000000000005684e+00	-2.348895171312549990e-01
1.000000000000000711e+01	-2.299672699625702199e-01
1.010000000000000853e+01	-1.931320244991159563e-01
1.020000000000000995e+01	-2.086088897569395861e-01
1.030000000000001137e+01	-2.309537250608520165e-01
1.040000000000001279e+01	-2.512547107354796694e-01
1.050000000000001421e+01	-2.548009723992935016e-01
1.060000000000001563e+01	-2.738702679952889074e-01
1.070000000000001705e+01	-2.773256254123756537e-01
1.080000000000001847e+01	-2.861107160808666894e-01
1.090000000000001990e+01	-2.702886619832339243e-01
1.100000000000002132e+01	-2.721799093333889807e-01
1.110000000000002274e+01	-2.951671765325402652e-01
1.120000000000002416e+01	-2.563723809188528380e-01
1.130000000000002558e+01	-3.049184769587383048e-01
1.140000000000002700e+01	-3.224885183485031726e-01
1.150000000000002842e+01	-2.679883300258950607e-01
1.160000000000002984e+01	-2.563552460483479734e-01
1.170000000000003126e+01	-2.557145023124286487e-01
1.180000000000003268e+01	-2.480542550837394611e-01
1.190000000000003411e+01	-2.756857980563478527e-01
1.200000000000003553e+01	-2.381447417696038460e-01
1.210000000000003695e+01	-2.429361396797344586e-01
1.220000000000003837e+01	-2.323260177590382725e-01
1.230000000000003979e+01	-1.829671487148047948e-01
1.240000000000004121e+01	-2.175683032399241823e-01
1.250000000000004263e+01	-2.124765741989863843e-01
1.260000000000004405e+01	-2.129081659973070806e-01
1.270000000000004547e+01	-2.045732688237251740e-01
1.280000000000004690e+01	-2.147083805581665727e-01
1.290000000000004832e+01	-1.799683166907186105e-01
1.300000000000004974e+01	-2.587452325918995766e-01
1.310000000000005116e+01	-2.150446769548397252e-01
1.320000000000005258e+01	-2.207394951305334529e-01
1.330000000000005400e+01	-2.085849703185241599e-01
1.340000000000005542e+01	-2.239045848504578606e-01
1.350000000000005684e+01	-2.192095090369345634e-01
1.360000000000005826e+01	-2.596556765366447306e-01
1.370000000000005969e+01	-2.924421937659450466e-01
1.380000000000006111e+01	-2.782001227799564269e-01
